년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
21-Feb,제주시,우도면,수산물 소매업,남성,20,934000,477763.931,21975.0,369070.769,2021-07-26
21-Feb,제주시,우도면,수산물 소매업,법인,3,184000,,,,2021-07-26
21-Feb,제주시,우도면,수산물 소매업,여성,7,259000,391397.71200000006,17592.311,240221.05,2021-07-26
21-Feb,제주시,우도면,슈퍼마켓,남성,623,13234550,477763.931,21975.0,369070.769,2021-07-26
21-Feb,제주시,우도면,슈퍼마켓,법인,150,11636040,,,,2021-07-26
21-Feb,제주시,우도면,슈퍼마켓,여성,337,6497990,391397.71200000006,17592.311,240221.05,2021-07-26
21-Feb,제주시,우도면,기타 주점업,법인,2,460000,,,,2021-07-26
21-Feb,제주시,우도면,기타 주점업,남성,2,290000,477763.931,21975.0,369070.769,2021-07-26
21-Feb,제주시,이도2동,과실 및 채소 소매업,법인,424,135638685,,,,2021-07-26
21-Feb,제주시,우도면,관광 민예품 및 선물용품 소매업,여성,90,1020500,391397.71200000006,17592.311,240221.05,2021-07-26
21-Feb,제주시,우도면,내항 여객 운송업,법인,671,29016700,,,,2021-07-26
21-Feb,제주시,우도면,내항 여객 운송업,남성,3015,79464600,477763.931,21975.0,369070.769,2021-07-26
21-Feb,제주시,우도면,기타 주점업,여성,3,480000,391397.71200000006,17592.311,240221.05,2021-07-26
21-Feb,제주시,우도면,기타음식료품위주종합소매업,법인,66,6920610,,,,2021-07-26
21-Feb,제주시,이도2동,관광 민예품 및 선물용품 소매업,남성,22,2205500,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,관광 민예품 및 선물용품 소매업,법인,1,130000,,,,2021-07-26
21-Feb,제주시,이도2동,관광 민예품 및 선물용품 소매업,여성,11,5353000,19201876.62,1590804.71,7728906.87,2021-07-26
21-Feb,제주시,우도면,기타음식료품위주종합소매업,여성,188,5667990,391397.71200000006,17592.311,240221.05,2021-07-26
21-Feb,제주시,이도2동,그외 기타 스포츠시설 운영업,남성,1,200000,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,그외 기타 종합 소매업,남성,2,1100000,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,비알콜 음료점업,여성,6905,65510650,19201876.62,1590804.71,7728906.87,2021-07-26
21-Feb,제주시,이도2동,그외 기타 종합 소매업,법인,24,22725000,,,,2021-07-26
21-Feb,제주시,이도2동,기타 외국식 음식점업,남성,611,27149380,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,기타 외국식 음식점업,법인,237,11563520,,,,2021-07-26
21-Feb,제주시,이도2동,기타 외국식 음식점업,여성,349,10787140,19201876.62,1590804.71,7728906.87,2021-07-26
21-Feb,제주시,이도2동,기타 주점업,남성,96,17468500,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,용담2동,중식 음식점업,법인,308,7805275,,,,2021-07-26
21-Feb,제주시,이도2동,기타 주점업,여성,11,1379600,19201876.62,1590804.71,7728906.87,2021-07-26
21-Feb,제주시,이도2동,기타 주점업,법인,20,5328000,,,,2021-07-26
21-Feb,제주시,이도1동,비알콜 음료점업,법인,140,2360870,,,,2021-07-26
21-Feb,제주시,이도1동,빵 및 과자류 소매업,남성,766,13475410,2663039.616,363950.944,2621664.743,2021-07-26
21-Feb,제주시,이도2동,육류 소매업,남성,998,55368112,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,그외 기타 종합 소매업,여성,10,3220000,19201876.62,1590804.71,7728906.87,2021-07-26
21-Feb,제주시,우도면,기타음식료품위주종합소매업,남성,356,11135990,477763.931,21975.0,369070.769,2021-07-26
21-Feb,제주시,이도2동,비알콜 음료점업,남성,5897,53522740,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,마사지업,남성,12,1490000,16516212.29,1804910.74,7771176.77,2021-07-26
21-Feb,제주시,이도2동,마사지업,법인,1,370000,,,,2021-07-26
21-Feb,제주시,이도2동,마사지업,여성,2,100000,19201876.62,1590804.71,7728906.87,2021-07-26
21-Jan,제주시,화북동,화장품 및 방향제 소매업,여성,94,10258800,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,화장품 및 방향제 소매업,법인,8,840500,,,,2021-07-26
21-Jan,제주시,화북동,화장품 및 방향제 소매업,남성,47,5903030,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,한식 음식점업,여성,2999,85590200,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,한식 음식점업,법인,2283,113912420,,,,2021-07-26
21-Jan,제주시,화북동,한식 음식점업,남성,6092,194370080,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,815,11779820,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,차량용 가스 충전업,남성,581,23058807,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,257,13227400,,,,2021-07-26
21-Jan,제주시,화북동,중식 음식점업,법인,211,7733480,,,,2021-07-26
21-Jan,제주시,화북동,체인화 편의점,법인,1265,19141570,,,,2021-07-26
21-Jan,제주시,봉개동,기타 외국식 음식점업,여성,82,1607000,1593681.968,106527.45,871163.954,2021-07-26
21-Jan,제주시,화북동,차량용 주유소 운영업,여성,2086,110325544,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,중식 음식점업,여성,191,4347920,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,차량용 주유소 운영업,법인,2045,191341817,,,,2021-07-26
21-Jan,제주시,화북동,일식 음식점업,법인,38,2470000,,,,2021-07-26
21-Jan,제주시,화북동,차량용 주유소 운영업,남성,4040,209919129,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,차량용 가스 충전업,여성,274,15234333,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,차량용 가스 충전업,법인,266,17482168,,,,2021-07-26
21-Jan,제주시,화북동,체인화 편의점,여성,4139,35964690,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,체인화 편의점,남성,11535,115632480,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,서양식 음식점업,법인,160,4547900,,,,2021-07-26
21-Jan,제주시,화북동,중식 음식점업,남성,363,8694670,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,일식 음식점업,남성,81,5446500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,육류 소매업,여성,812,42783236,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,서양식 음식점업,남성,502,8869500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,육류 소매업,법인,173,58276449,,,,2021-07-26
21-Jan,제주시,화북동,육류 소매업,남성,736,33825430,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,욕탕업,여성,48,650000,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,욕탕업,법인,14,119000,,,,2021-07-26
21-Jan,제주시,화북동,욕탕업,남성,108,1163500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,여행사업,법인,1,385000,,,,2021-07-26
21-Jan,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,990,15116230,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,스포츠 및 레크레이션 용품 임대업,여성,45,7971600,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,스포츠 및 레크레이션 용품 임대업,남성,107,11267400,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,슈퍼마켓,여성,6513,233094750,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,슈퍼마켓,남성,7297,228401200,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,수산물 소매업,여성,53,3057200,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,수산물 소매업,법인,30,6721400,,,,2021-07-26
21-Jan,제주시,화북동,수산물 소매업,남성,117,6051500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,서양식 음식점업,여성,595,9940000,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,전시 및 행사 대행업,남성,4,62500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,전시 및 행사 대행업,여성,5,52000,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,스포츠 및 레크레이션 용품 임대업,법인,16,1354300,,,,2021-07-26
21-Jan,제주시,화북동,슈퍼마켓,법인,1369,91560530,,,,2021-07-26
21-Jan,제주시,한림읍,중식 음식점업,여성,497,15165000,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,중식 음식점업,남성,1135,32297000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,화북동,비알콜 음료점업,여성,913,8725300,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,비알콜 음료점업,법인,131,2342600,,,,2021-07-26
21-Jan,제주시,화북동,비알콜 음료점업,남성,909,8125000,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,기타음식료품위주종합소매업,법인,1,135000,,,,2021-07-26
21-Jan,제주시,화북동,기타음식료품위주종합소매업,남성,1,71400,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,기타 외국식 음식점업,여성,307,8375800,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,기타 외국식 음식점업,법인,157,4108300,,,,2021-07-26
21-Jan,제주시,화북동,기타 외국식 음식점업,남성,466,9977500,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,기타 대형 종합 소매업,여성,3860,169950180,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,기타 대형 종합 소매업,법인,760,48118620,,,,2021-07-26
21-Jan,제주시,화북동,기타 대형 종합 소매업,남성,3716,155702910,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,그외 기타 종합 소매업,법인,4,11890000,,,,2021-07-26
21-Jan,제주시,화북동,그외 기타 종합 소매업,남성,4,3060000,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,관광 민예품 및 선물용품 소매업,여성,20,1813900,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,관광 민예품 및 선물용품 소매업,법인,1,55000,,,,2021-07-26
21-Jan,제주시,화북동,관광 민예품 및 선물용품 소매업,남성,10,1151000,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,일식 음식점업,여성,28,1635000,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,과실 및 채소 소매업,여성,237,8314900,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,화북동,과실 및 채소 소매업,법인,91,18151900,,,,2021-07-26
21-Jan,제주시,화북동,과실 및 채소 소매업,남성,220,7042000,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,화북동,건강보조식품 소매업,법인,24,7153428,,,,2021-07-26
21-Jan,제주시,화북동,건강보조식품 소매업,남성,38,5997518,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,한림읍,휴양콘도 운영업,여성,3,322580,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,휴양콘도 운영업,법인,7,722580,,,,2021-07-26
21-Jan,제주시,화북동,빵 및 과자류 소매업,남성,1184,14602790,9663915.624,655944.051,3318154.049,2021-07-26
21-Jan,제주시,한림읍,휴양콘도 운영업,남성,4,302580,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,화장품 및 방향제 소매업,여성,131,4912830,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,화장품 및 방향제 소매업,법인,20,1127560,,,,2021-07-26
21-Jan,제주시,한림읍,화장품 및 방향제 소매업,남성,60,2241990,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,한식 음식점업,여성,5447,192567022,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,한식 음식점업,법인,3663,225119920,,,,2021-07-26
21-Jan,제주시,한림읍,한식 음식점업,남성,10001,377375800,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,583,10216850,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,144,3878050,,,,2021-07-26
21-Jan,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,748,14313950,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,체인화 편의점,여성,5842,66724920,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,체인화 편의점,법인,1874,27028190,,,,2021-07-26
21-Jan,제주시,한림읍,체인화 편의점,남성,14510,174389310,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,차량용 주유소 운영업,여성,1619,91937909,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,차량용 주유소 운영업,법인,1338,115030625,,,,2021-07-26
21-Jan,제주시,한림읍,차량용 주유소 운영업,남성,3654,248186435,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,차량용 가스 충전업,여성,221,19437570,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,차량용 가스 충전업,법인,94,12567850,,,,2021-07-26
21-Jan,제주시,한림읍,차량용 가스 충전업,남성,267,23761820,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,중식 음식점업,법인,435,17784500,,,,2021-07-26
21-Jan,제주시,화북동,빵 및 과자류 소매업,법인,249,8023276,,,,2021-07-26
21-Jan,제주시,화북동,빵 및 과자류 소매업,여성,1490,17555900,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,한림읍,전시 및 행사 대행업,법인,43,1350000,,,,2021-07-26
21-Jan,제주시,한림읍,전시 및 행사 대행업,여성,166,4573500,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,일식 음식점업,여성,303,14801100,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,일식 음식점업,법인,179,18706000,,,,2021-07-26
21-Jan,제주시,한림읍,일식 음식점업,남성,462,27231000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,일반유흥 주점업,남성,5,3380000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,육류 소매업,여성,195,14903500,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,육류 소매업,법인,127,18431990,,,,2021-07-26
21-Jan,제주시,한림읍,육류 소매업,남성,314,23488960,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,욕탕업,여성,13,190000,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,욕탕업,법인,5,88000,,,,2021-07-26
21-Jan,제주시,한림읍,욕탕업,남성,38,300000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,여관업,여성,153,8647649,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,여관업,법인,228,24784999,,,,2021-07-26
21-Jan,제주시,한림읍,여관업,남성,476,34102581,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,여성,41,7423600,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,법인,30,2973500,,,,2021-07-26
21-Jan,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,남성,149,13769000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,슈퍼마켓,여성,3070,87173351,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,슈퍼마켓,법인,1128,116186715,,,,2021-07-26
21-Jan,제주시,한림읍,슈퍼마켓,남성,5889,180352371,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,수산물 소매업,여성,332,39249730,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,수산물 소매업,법인,137,73139500,,,,2021-07-26
21-Jan,제주시,한림읍,수산물 소매업,남성,284,38944460,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,서양식 음식점업,여성,2889,52969950,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,서양식 음식점업,법인,593,21435500,,,,2021-07-26
21-Jan,제주시,한림읍,빵 및 과자류 소매업,여성,1278,20160580,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,빵 및 과자류 소매업,법인,338,8151160,,,,2021-07-26
21-Jan,제주시,화북동,건강보조식품 소매업,여성,31,4592160,10425322.74,495454.044,2774015.768,2021-07-26
21-Jan,제주시,한림읍,빵 및 과자류 소매업,남성,1067,16120490,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,비알콜 음료점업,여성,453,4828220,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,비알콜 음료점업,법인,90,1708650,,,,2021-07-26
21-Jan,제주시,한림읍,비알콜 음료점업,남성,470,5207600,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,내항 여객 운송업,여성,117,2571500,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,내항 여객 운송업,법인,38,886000,,,,2021-07-26
21-Jan,제주시,한림읍,내항 여객 운송업,남성,142,3020000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,기타음식료품위주종합소매업,여성,8,313680,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,기타음식료품위주종합소매업,법인,3,527290,,,,2021-07-26
21-Jan,제주시,한림읍,기타음식료품위주종합소매업,남성,24,2155870,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,기타 외국식 음식점업,여성,88,3179500,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,기타 외국식 음식점업,법인,106,8330000,,,,2021-07-26
21-Jan,제주시,한림읍,기타 외국식 음식점업,남성,355,8947000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,그외 기타 종합 소매업,여성,3301,189829470,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,그외 기타 종합 소매업,법인,1218,154122740,,,,2021-07-26
21-Jan,제주시,한림읍,그외 기타 종합 소매업,남성,3888,209293750,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,관광 민예품 및 선물용품 소매업,여성,170,2905450,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,관광 민예품 및 선물용품 소매업,법인,6,282950,,,,2021-07-26
21-Jan,제주시,한림읍,관광 민예품 및 선물용품 소매업,남성,69,1662550,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,일도2동,여행사업,법인,4,9951600,,,,2021-07-26
21-Jan,제주시,한림읍,과실 및 채소 소매업,법인,62,13686900,,,,2021-07-26
21-Jan,제주시,한경면,차량용 가스 충전업,남성,63,4582930,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한림읍,골프장 운영업,법인,419,157569884,,,,2021-07-26
21-Jan,제주시,한림읍,골프장 운영업,남성,366,93041971,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한림읍,건강보조식품 소매업,여성,10,704000,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한림읍,건강보조식품 소매업,법인,2,158000,,,,2021-07-26
21-Jan,제주시,한림읍,건강보조식품 소매업,남성,14,1728900,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한경면,휴양콘도 운영업,남성,8,794000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,화장품 및 방향제 소매업,여성,3,185000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,화장품 및 방향제 소매업,법인,1,55000,,,,2021-07-26
21-Jan,제주시,한경면,한식 음식점업,여성,1509,56964750,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한림읍,골프장 운영업,여성,135,22662783,7105992.618,395971.958,2199364.497,2021-07-26
21-Jan,제주시,한경면,차량용 주유소 운영업,법인,287,22480975,,,,2021-07-26
21-Jan,제주시,한경면,한식 음식점업,남성,2975,105141350,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,84,1697500,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,17,636000,,,,2021-07-26
21-Jan,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,72,2214500,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,체인화 편의점,여성,1404,14808330,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,체인화 편의점,법인,472,6893200,,,,2021-07-26
21-Jan,제주시,한경면,체인화 편의점,남성,3781,42044530,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,차량용 주유소 운영업,여성,437,37481720,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한림읍,전시 및 행사 대행업,남성,268,7101000,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한경면,한식 음식점업,법인,1284,60232700,,,,2021-07-26
21-Jan,제주시,한경면,화장품 및 방향제 소매업,남성,1,50000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,차량용 주유소 운영업,남성,1414,156466595,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,차량용 가스 충전업,여성,57,4369510,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,중식 음식점업,여성,189,5109000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,중식 음식점업,법인,163,4839000,,,,2021-07-26
21-Jan,제주시,한경면,중식 음식점업,남성,422,10170000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,전시 및 행사 대행업,여성,61,1580700,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,전시 및 행사 대행업,법인,23,1270500,,,,2021-07-26
21-Jan,제주시,한경면,전시 및 행사 대행업,남성,106,4072600,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,일식 음식점업,여성,90,3902000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,일식 음식점업,법인,98,5983700,,,,2021-07-26
21-Jan,제주시,한경면,일식 음식점업,남성,199,10164000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,육류 소매업,여성,4,276000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,육류 소매업,법인,5,5360880,,,,2021-07-26
21-Jan,제주시,한경면,육류 소매업,남성,5,738000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,여관업,여성,10,615800,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,여관업,법인,8,2278300,,,,2021-07-26
21-Jan,제주시,한경면,여관업,남성,16,2296300,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,스포츠 및 레크레이션 용품 임대업,여성,15,477000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,스포츠 및 레크레이션 용품 임대업,법인,3,90000,,,,2021-07-26
21-Jan,제주시,한경면,스포츠 및 레크레이션 용품 임대업,남성,20,596000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,슈퍼마켓,여성,1017,27325200,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,슈퍼마켓,법인,324,12059760,,,,2021-07-26
21-Jan,제주시,한경면,차량용 가스 충전업,법인,27,3909820,,,,2021-07-26
21-Jan,제주시,한림읍,과실 및 채소 소매업,남성,219,13459450,8307359.927999998,723094.5920000002,2876771.882,2021-07-26
21-Jan,제주시,한경면,슈퍼마켓,남성,2077,52626460,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,조천읍,중식 음식점업,여성,403,11966780,7995212.201,429809.937,3010226.206,2021-07-26
21-Jan,제주시,한경면,수산물 소매업,법인,9,9079000,,,,2021-07-26
21-Jan,제주시,한경면,내항 여객 운송업,여성,9,305000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,서양식 음식점업,여성,861,17990520,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,서양식 음식점업,법인,178,4983200,,,,2021-07-26
21-Jan,제주시,한경면,서양식 음식점업,남성,757,17056600,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,빵 및 과자류 소매업,여성,144,2270000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,빵 및 과자류 소매업,법인,32,851200,,,,2021-07-26
21-Jan,제주시,한경면,빵 및 과자류 소매업,남성,138,1840000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,비알콜 음료점업,여성,114,1862600,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,비알콜 음료점업,법인,39,2284100,,,,2021-07-26
21-Jan,제주시,한경면,그외 기타 종합 소매업,남성,1,300000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,비알콜 음료점업,남성,107,1522000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,그외 기타 종합 소매업,법인,1,640000,,,,2021-07-26
21-Jan,제주시,한경면,내항 여객 운송업,남성,18,677000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,기타음식료품위주종합소매업,여성,1038,38904220,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,기타음식료품위주종합소매업,법인,306,21730760,,,,2021-07-26
21-Jan,제주시,한경면,기타음식료품위주종합소매업,남성,1547,48893180,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,기타 외국식 음식점업,여성,19,622000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,기타 외국식 음식점업,법인,19,794000,,,,2021-07-26
21-Jan,제주시,한경면,기타 외국식 음식점업,남성,137,4311000,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,기타 수상오락 서비스업,여성,2,28500,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,한경면,내항 여객 운송업,법인,3,279000,,,,2021-07-26
21-Jan,제주시,한경면,기타 수상오락 서비스업,남성,4,81500,2842680.629,212468.988,1246749.363,2021-07-26
21-Jan,제주시,한경면,그외 기타 스포츠시설 운영업,여성,3,1230000,2619382.482,138005.788,1023546.876,2021-07-26
21-Jan,제주시,추자면,차량용 가스 충전업,법인,3,420000,,,,2021-07-26
