년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
21-Feb,서귀포시,중문동,슈퍼마켓,여성,2138,65653050,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,예래동,한식 음식점업,남성,4575,265211100,1164756.291,274365.086,1893056.947,2021-07-26
21-Feb,서귀포시,예래동,한식 음식점업,법인,1861,149935450,,,,2021-07-26
21-Feb,서귀포시,예래동,한식 음식점업,여성,2858,162124525,1050924.242,196772.236,1957070.365,2021-07-26
21-Feb,서귀포시,예래동,호텔업,남성,945,346341286,1164756.291,274365.086,1893056.947,2021-07-26
21-Feb,서귀포시,예래동,호텔업,법인,802,532667060,,,,2021-07-26
21-Feb,서귀포시,예래동,호텔업,여성,893,279646970,1050924.242,196772.236,1957070.365,2021-07-26
21-Feb,서귀포시,예래동,체인화 편의점,법인,1074,17857840,,,,2021-07-26
21-Feb,서귀포시,예래동,화장품 및 방향제 소매업,법인,1,240000,,,,2021-07-26
21-Feb,서귀포시,예래동,휴양콘도 운영업,법인,27,32785604,,,,2021-07-26
21-Feb,서귀포시,예래동,휴양콘도 운영업,여성,10,6985700,1050924.242,196772.236,1957070.365,2021-07-26
21-Feb,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1027,12371400,1050924.242,196772.236,1957070.365,2021-07-26
21-Feb,서귀포시,정방동,건강보조식품 소매업,남성,30,7846080,666257.093,130832.233,1518543.9630000002,2021-07-26
21-Feb,서귀포시,정방동,건강보조식품 소매업,여성,38,7602240,671848.666,84827.81800000001,1198049.467,2021-07-26
21-Feb,서귀포시,정방동,과실 및 채소 소매업,남성,2800,106691250,666257.093,130832.233,1518543.9630000002,2021-07-26
21-Feb,서귀포시,정방동,과실 및 채소 소매업,법인,696,151269100,,,,2021-07-26
21-Feb,서귀포시,정방동,과실 및 채소 소매업,여성,2874,133122600,671848.666,84827.81800000001,1198049.467,2021-07-26
21-Feb,서귀포시,정방동,관광 민예품 및 선물용품 소매업,남성,412,8741900,666257.093,130832.233,1518543.9630000002,2021-07-26
21-Feb,서귀포시,정방동,관광 민예품 및 선물용품 소매업,법인,56,3445400,,,,2021-07-26
21-Feb,서귀포시,예래동,휴양콘도 운영업,남성,41,38256100,1164756.291,274365.086,1893056.947,2021-07-26
21-Feb,서귀포시,정방동,관광 민예품 및 선물용품 소매업,여성,629,14863200,671848.666,84827.81800000001,1198049.467,2021-07-26
21-Feb,서귀포시,예래동,체인화 편의점,남성,6668,77326460,1164756.291,274365.086,1893056.947,2021-07-26
21-Feb,서귀포시,예래동,차량용 주유소 운영업,법인,875,58316390,,,,2021-07-26
21-Feb,서귀포시,정방동,건강보조식품 소매업,법인,19,8014400,,,,2021-07-26
21-Feb,서귀포시,중문동,슈퍼마켓,법인,908,71550880,,,,2021-07-26
21-Feb,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,336,5510600,,,,2021-07-26
21-Feb,서귀포시,예래동,체인화 편의점,여성,3689,45632220,1050924.242,196772.236,1957070.365,2021-07-26
21-Feb,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,남성,265,9847300,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,법인,26,1427000,,,,2021-07-26
21-Feb,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,여성,53,1938200,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,중문동,여관업,남성,446,53200889,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,중문동,여관업,법인,248,132975447,,,,2021-07-26
21-Feb,서귀포시,중문동,여관업,여성,284,40367986,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,중문동,전시 및 행사 대행업,법인,12,386600,,,,2021-07-26
21-Feb,서귀포시,중문동,욕탕업,남성,7,42000,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,중문동,욕탕업,여성,3,20000,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,중문동,육류 소매업,남성,28,1790830,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1631,18461192,1164756.291,274365.086,1893056.947,2021-07-26
21-Feb,서귀포시,중문동,육류 소매업,법인,8,603230,,,,2021-07-26
21-Feb,서귀포시,중문동,일반유흥 주점업,남성,16,2785900,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,중문동,일반유흥 주점업,법인,9,4221200,,,,2021-07-26
21-Feb,서귀포시,중문동,일반유흥 주점업,여성,7,1020800,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,중문동,일식 음식점업,남성,340,33686200,3626754.43,208991.202,1864824.365,2021-07-26
21-Feb,서귀포시,중문동,일식 음식점업,법인,165,31002400,,,,2021-07-26
21-Feb,서귀포시,중문동,일식 음식점업,여성,181,19680100,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,중문동,욕탕업,법인,1,5000,,,,2021-07-26
21-Feb,서귀포시,정방동,차량용 주유소 운영업,여성,433,23964822,671848.666,84827.81800000001,1198049.467,2021-07-26
21-Feb,서귀포시,정방동,차량용 주유소 운영업,법인,338,30810295,,,,2021-07-26
21-Feb,서귀포시,정방동,차량용 주유소 운영업,남성,740,36845324,666257.093,130832.233,1518543.9630000002,2021-07-26
21-Feb,서귀포시,중문동,육류 소매업,여성,13,700890,3697257.673,146107.955,1446204.823,2021-07-26
21-Feb,서귀포시,영천동,건강보조식품 소매업,법인,1,5000000,,,,2021-07-26
21-Feb,제주시,오라동,육류 소매업,여성,180,24304780,4752165.822,421510.0120000001,3355377.593000001,2021-07-26
21-Feb,서귀포시,안덕면,휴양콘도 운영업,여성,949,145965643,5338765.296,526634.695,3483378.367,2021-07-26
21-Feb,제주시,아라동,골프장 운영업,법인,520,66613635,,,,2021-07-26
21-Feb,제주시,아라동,골프장 운영업,여성,280,27414500,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,과실 및 채소 소매업,남성,150,8743900,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,과실 및 채소 소매업,법인,79,13594400,,,,2021-07-26
21-Feb,제주시,아라동,과실 및 채소 소매업,여성,141,6879500,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,관광 민예품 및 선물용품 소매업,남성,3,60000,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,삼양동,화장품 및 방향제 소매업,여성,269,12422750,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,아라동,관광 민예품 및 선물용품 소매업,여성,6,89500,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,그외 기타 종합 소매업,법인,28,17320000,,,,2021-07-26
21-Feb,제주시,아라동,그외 기타 종합 소매업,여성,11,7070000,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,기타 외국식 음식점업,남성,582,17132800,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,기타 외국식 음식점업,법인,230,8776700,,,,2021-07-26
21-Feb,제주시,아라동,기타 외국식 음식점업,여성,508,17411000,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,기타음식료품위주종합소매업,남성,1682,80531100,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,기타음식료품위주종합소매업,법인,443,93046930,,,,2021-07-26
21-Feb,제주시,아라동,기타음식료품위주종합소매업,여성,1504,69925850,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,마사지업,여성,3,185000,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,비알콜 음료점업,남성,3840,30224830,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,그외 기타 종합 소매업,남성,6,1950000,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,삼양동,육류 소매업,법인,139,50099136,,,,2021-07-26
21-Feb,제주시,삼양동,화장품 및 방향제 소매업,법인,29,1866360,,,,2021-07-26
21-Feb,제주시,아라동,골프장 운영업,남성,1143,119584996,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,건강보조식품 소매업,여성,9,838300,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,건강보조식품 소매업,법인,4,3265000,,,,2021-07-26
21-Feb,제주시,아라동,건강보조식품 소매업,남성,1,10000,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,삼도2동,화장품 및 방향제 소매업,남성,9,9329570,1569394.689,184317.424,1629613.4030000004,2021-07-26
21-Feb,제주시,삼도2동,화장품 및 방향제 소매업,법인,3,1415120,,,,2021-07-26
21-Feb,제주시,삼도2동,화장품 및 방향제 소매업,여성,22,4825160,1433112.07,211264.809,1588825.404,2021-07-26
21-Feb,제주시,삼양동,건강보조식품 소매업,법인,1,1300000,,,,2021-07-26
21-Feb,제주시,삼양동,건강보조식품 소매업,여성,1,449000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,과실 및 채소 소매업,남성,182,16391800,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,기타음식료품위주종합소매업,법인,138,12760590,,,,2021-07-26
21-Feb,제주시,삼양동,과실 및 채소 소매업,법인,111,55148905,,,,2021-07-26
21-Feb,제주시,삼양동,관광 민예품 및 선물용품 소매업,법인,4,4236860,,,,2021-07-26
21-Feb,제주시,삼양동,그외 기타 종합 소매업,남성,3,2150000,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,한식 음식점업,여성,3471,102603359,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,그외 기타 종합 소매업,법인,1,1500000,,,,2021-07-26
21-Feb,제주시,삼양동,기타 외국식 음식점업,남성,40,1144000,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,기타 외국식 음식점업,법인,14,1969000,,,,2021-07-26
21-Feb,제주시,삼양동,기타 외국식 음식점업,여성,19,861000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,기타 주점업,남성,17,2056000,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,기타 주점업,법인,3,823000,,,,2021-07-26
21-Feb,제주시,삼양동,기타 주점업,여성,1,70000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,과실 및 채소 소매업,여성,199,10371700,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼도2동,한식 음식점업,남성,6720,235375735,1569394.689,184317.424,1629613.4030000004,2021-07-26
21-Feb,제주시,삼양동,육류 소매업,남성,323,40893144,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,육류 소매업,여성,257,22863891,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,그외 기타 종합 소매업,여성,2,450000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,일식 음식점업,남성,315,17247200,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,일식 음식점업,법인,105,7037300,,,,2021-07-26
21-Feb,제주시,삼양동,일식 음식점업,여성,199,9433800,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,추자면,과실 및 채소 소매업,남성,23,2633360,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,추자면,과실 및 채소 소매업,법인,12,1803790,,,,2021-07-26
21-Feb,제주시,추자면,과실 및 채소 소매업,여성,20,2090010,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,추자면,기타 주점업,남성,20,5825000,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,추자면,기타 주점업,법인,1,200000,,,,2021-07-26
21-Feb,제주시,추자면,기타 주점업,여성,1,300000,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,추자면,비알콜 음료점업,남성,34,521000,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,추자면,비알콜 음료점업,법인,6,79000,,,,2021-07-26
21-Feb,제주시,추자면,비알콜 음료점업,여성,24,321500,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,추자면,서양식 음식점업,남성,60,587000,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,조천읍,휴양콘도 운영업,여성,210,36398150,6922905.365,381445.893,3619918.024,2021-07-26
21-Feb,제주시,추자면,서양식 음식점업,법인,15,299500,,,,2021-07-26
21-Feb,제주시,추자면,수산물 소매업,남성,24,2157000,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,추자면,수산물 소매업,법인,16,2609000,,,,2021-07-26
21-Feb,제주시,추자면,수산물 소매업,여성,12,1611500,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,추자면,슈퍼마켓,남성,596,15934740,532324.823,29774.168,464264.477,2021-07-26
21-Feb,제주시,추자면,슈퍼마켓,법인,87,10316030,,,,2021-07-26
21-Feb,제주시,추자면,슈퍼마켓,여성,268,6502370,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,조천읍,화장품 및 방향제 소매업,여성,32,1430900,6922905.365,381445.893,3619918.024,2021-07-26
21-Feb,제주시,조천읍,화장품 및 방향제 소매업,법인,5,706000,,,,2021-07-26
21-Feb,제주시,조천읍,화장품 및 방향제 소매업,남성,19,1231500,6778801.462,627893.161,3907072.044,2021-07-26
21-Feb,제주시,조천읍,호텔업,여성,12,1231458,6922905.365,381445.893,3619918.024,2021-07-26
21-Feb,제주시,추자면,서양식 음식점업,여성,21,321500,329059.761,5129.0909999999985,183098.562,2021-07-26
21-Feb,제주시,삼도2동,호텔업,여성,396,60837146,1433112.07,211264.809,1588825.404,2021-07-26
21-Feb,제주시,조천읍,휴양콘도 운영업,법인,206,45110200,,,,2021-07-26
21-Feb,제주시,용담2동,중식 음식점업,남성,1058,19785950,3365741.017,500350.731,3463659.152,2021-07-26
21-Feb,제주시,삼양동,전시 및 행사 대행업,남성,1,68000,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,전시 및 행사 대행업,여성,1,80000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,중식 음식점업,남성,820,20961700,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,중식 음식점업,법인,398,12541500,,,,2021-07-26
21-Feb,제주시,삼양동,중식 음식점업,여성,402,9628510,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,차량용 가스 충전업,남성,70,8069840,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,차량용 가스 충전업,법인,41,9590380,,,,2021-07-26
21-Feb,제주시,삼양동,화장품 및 방향제 소매업,남성,152,5863360,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,차량용 가스 충전업,여성,85,11513790,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,차량용 주유소 운영업,법인,1062,131200985,,,,2021-07-26
21-Feb,제주시,조천읍,휴양콘도 운영업,남성,364,58254470,6778801.462,627893.161,3907072.044,2021-07-26
21-Feb,제주시,삼양동,차량용 주유소 운영업,여성,1080,54432044,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,체인화 편의점,법인,1198,15668050,,,,2021-07-26
21-Feb,제주시,삼양동,체인화 편의점,여성,5198,54871170,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1198,17218950,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,185,4573700,,,,2021-07-26
21-Feb,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1090,15187300,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,한식 음식점업,남성,6239,215308666,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,한식 음식점업,법인,2372,105450780,,,,2021-07-26
21-Feb,제주시,삼양동,차량용 주유소 운영업,남성,2133,110581576,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,용담2동,자동차 임대업,법인,2143,236179977,,,,2021-07-26
21-Feb,제주시,화북동,빵 및 과자류 소매업,여성,1431,20082900,9121578.021,432009.382,2703244.519,2021-07-26
21-Feb,제주시,삼양동,체인화 편의점,남성,10643,104713270,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,조천읍,전시 및 행사 대행업,법인,185,6567000,,,,2021-07-26
21-Feb,제주시,삼도2동,호텔업,법인,298,108494716,,,,2021-07-26
21-Feb,제주시,삼도2동,한식 음식점업,여성,4789,139955600,1433112.07,211264.809,1588825.404,2021-07-26
21-Feb,제주시,용담1동,여관업,법인,10,11745000,,,,2021-07-26
21-Feb,제주시,애월읍,서양식 음식점업,남성,6287,148602894,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,서양식 음식점업,법인,1446,46650750,,,,2021-07-26
21-Feb,제주시,애월읍,서양식 음식점업,여성,7211,164151575,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,수산물 소매업,남성,83,4612000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,마사지업,법인,2,400000,,,,2021-07-26
21-Feb,제주시,애월읍,수산물 소매업,법인,22,4556000,,,,2021-07-26
21-Feb,제주시,애월읍,슈퍼마켓,남성,4871,107254870,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,슈퍼마켓,법인,1216,61519340,,,,2021-07-26
21-Feb,제주시,애월읍,슈퍼마켓,여성,2952,68376880,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,남성,446,12037500,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,법인,40,2100500,,,,2021-07-26
21-Feb,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,여성,72,1933000,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,여관업,남성,1136,80529488,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,여관업,법인,365,84122928,,,,2021-07-26
21-Feb,제주시,애월읍,여관업,여성,989,66984716,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,육류 소매업,남성,88,10572760,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,수산물 소매업,여성,85,5268000,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,아라동,빵 및 과자류 소매업,법인,674,31655790,,,,2021-07-26
21-Feb,제주시,애월읍,마사지업,남성,2,400000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,기타음식료품위주종합소매업,법인,2493,291901532,,,,2021-07-26
21-Feb,제주시,애월읍,빵 및 과자류 소매업,법인,626,24576800,,,,2021-07-26
21-Feb,제주시,애월읍,빵 및 과자류 소매업,남성,2769,56993870,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,비알콜 음료점업,여성,2251,26277360,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,비알콜 음료점업,법인,522,8955070,,,,2021-07-26
21-Feb,제주시,아라동,수산물 소매업,법인,28,8892830,,,,2021-07-26
21-Feb,제주시,아라동,수산물 소매업,여성,84,2275390,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,슈퍼마켓,남성,11612,246186185,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,슈퍼마켓,법인,2635,208374690,,,,2021-07-26
21-Feb,제주시,아라동,슈퍼마켓,여성,9294,222936082,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,화장품 및 방향제 소매업,법인,10,5664400,,,,2021-07-26
21-Feb,제주시,아라동,스포츠 및 레크레이션 용품 임대업,남성,163,14392450,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,스포츠 및 레크레이션 용품 임대업,여성,120,9871850,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,여관업,남성,195,16579949,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,여관업,법인,69,22159251,,,,2021-07-26
21-Feb,제주시,애월읍,골프장 운영업,법인,1022,309033350,,,,2021-07-26
21-Feb,제주시,아라동,여관업,여성,180,15034940,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,욕탕업,남성,11,96500,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,욕탕업,여성,17,125000,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,육류 소매업,남성,361,21815470,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,육류 소매업,법인,102,47517770,,,,2021-07-26
21-Feb,제주시,아라동,육류 소매업,여성,333,16360850,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,스포츠 및 레크레이션 용품 임대업,법인,41,5201300,,,,2021-07-26
21-Feb,제주시,아라동,화장품 및 방향제 소매업,여성,103,4259450,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,애월읍,건강보조식품 소매업,남성,4,540000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,골프장 운영업,남성,1006,191999730,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,비알콜 음료점업,남성,2271,25003860,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,아라동,여행사업,남성,1,150000,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,애월읍,골프장 운영업,여성,317,62120410,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,과실 및 채소 소매업,남성,511,34014770,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,과실 및 채소 소매업,법인,259,60988085,,,,2021-07-26
21-Feb,제주시,삼양동,빵 및 과자류 소매업,여성,1596,23188550,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,서양식 음식점업,남성,1226,18742750,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,서양식 음식점업,법인,235,4333760,,,,2021-07-26
21-Feb,제주시,삼양동,서양식 음식점업,여성,1364,23591140,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,수산물 소매업,남성,164,10659600,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,수산물 소매업,법인,44,23019600,,,,2021-07-26
21-Feb,제주시,삼양동,비알콜 음료점업,남성,1704,12059890,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,수산물 소매업,여성,80,4680900,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,슈퍼마켓,법인,1646,275549025,,,,2021-07-26
21-Feb,제주시,삼양동,슈퍼마켓,여성,8170,218366730,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,빵 및 과자류 소매업,법인,238,9278570,,,,2021-07-26
21-Feb,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,남성,400,12844700,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,여성,85,4110200,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,여관업,남성,27,1732600,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,여관업,법인,46,4255640,,,,2021-07-26
21-Feb,제주시,삼양동,여관업,여성,13,786320,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,욕탕업,남성,199,5945000,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,욕탕업,법인,24,915000,,,,2021-07-26
21-Feb,제주시,삼양동,슈퍼마켓,남성,8995,207250890,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,욕탕업,여성,103,3318000,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,기타음식료품위주종합소매업,여성,921,25303880,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,삼양동,기타음식료품위주종합소매업,남성,889,22929910,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,법인,50,2605600,,,,2021-07-26
21-Feb,제주시,삼도2동,호텔업,남성,541,80005429,1569394.689,184317.424,1629613.4030000004,2021-07-26
21-Feb,제주시,삼양동,빵 및 과자류 소매업,남성,1122,16889110,7778408.489,287309.074,1673932.236,2021-07-26
21-Feb,제주시,삼양동,비알콜 음료점업,법인,238,2332070,,,,2021-07-26
21-Feb,제주시,애월읍,과실 및 채소 소매업,여성,547,31898300,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,관광 민예품 및 선물용품 소매업,남성,1606,32909630,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,관광 민예품 및 선물용품 소매업,법인,205,5968050,,,,2021-07-26
21-Feb,제주시,애월읍,관광 민예품 및 선물용품 소매업,여성,2779,56456060,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,그외 기타 스포츠시설 운영업,남성,25,3370500,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,그외 기타 스포츠시설 운영업,법인,21,5309700,,,,2021-07-26
21-Feb,제주시,애월읍,기타음식료품위주종합소매업,여성,7860,426972614,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,그외 기타 스포츠시설 운영업,여성,23,2592700,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,그외 기타 종합 소매업,법인,10,5620000,,,,2021-07-26
21-Feb,제주시,애월읍,그외 기타 종합 소매업,여성,5,1740000,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,삼양동,비알콜 음료점업,여성,1940,14739530,8551190.614,260170.783,1549296.677,2021-07-26
21-Feb,제주시,애월읍,기타 수상오락 서비스업,남성,1,160000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,기타 외국식 음식점업,법인,242,6713000,,,,2021-07-26
21-Feb,제주시,애월읍,기타 외국식 음식점업,여성,217,4861000,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,기타 주점업,남성,7,1320000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,기타 주점업,법인,1,150000,,,,2021-07-26
21-Feb,제주시,애월읍,기타 주점업,여성,1,300000,12026993.32,696108.863,6784485.533,2021-07-26
21-Feb,제주시,애월읍,기타음식료품위주종합소매업,남성,9327,497835437,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,애월읍,그외 기타 종합 소매업,남성,10,3910000,12131332.75,1110378.431,7700642.42,2021-07-26
21-Feb,제주시,아라동,빵 및 과자류 소매업,남성,1954,29449390,12929274.46,1051038.926,4212270.616,2021-07-26
21-Feb,제주시,아라동,비알콜 음료점업,여성,4324,36366070,15517306.3,983384.802,4099586.845,2021-07-26
21-Feb,제주시,아라동,비알콜 음료점업,법인,773,12625120,,,,2021-07-26
21-Feb,제주시,애월읍,기타 외국식 음식점업,남성,494,11955500,12131332.75,1110378.431,7700642.42,2021-07-26
